nm, %T
485.250000, 12.141137
485.000000, 12.156178
484.750000, 12.168732
484.500000, 12.184375
484.250000, 12.200381
484.000000, 12.214983
483.750000, 12.231144
483.500000, 12.243114
483.250000, 12.258033
483.000000, 12.274541
482.750000, 12.292940
482.500000, 12.307988
482.250000, 12.323492
482.000000, 12.337211
481.750000, 12.351714
481.500000, 12.366690
481.250000, 12.384790
481.000000, 12.400663
480.750000, 12.415183
480.500000, 12.430257
480.250000, 12.442626
480.000000, 12.463763
479.750000, 12.476312
479.500000, 12.494446
479.250000, 12.509623
479.000000, 12.525356
478.750000, 12.537474
478.500000, 12.552930
478.250000, 12.569716
478.000000, 12.584119
477.750000, 12.599075
477.500000, 12.615660
477.250000, 12.628269
477.000000, 12.646485
476.750000, 12.661678
476.500000, 12.677831
476.250000, 12.691974
476.000000, 12.709158
475.750000, 12.720175
475.500000, 12.738769
475.250000, 12.752676
475.000000, 12.769391
474.750000, 12.783938
474.500000, 12.798689
474.250000, 12.814634
474.000000, 12.830004
473.750000, 12.842662
473.500000, 12.855677
473.250000, 12.868833
473.000000, 12.885938
472.750000, 12.902362
472.500000, 12.916629
472.250000, 12.927850
472.000000, 12.946346
471.750000, 12.958001
471.500000, 12.972268
471.250000, 12.985519
471.000000, 12.997565
470.750000, 13.009752
470.500000, 13.026520
470.250000, 13.039542
470.000000, 13.050920
469.750000, 13.061865
469.500000, 13.072550
469.250000, 13.081190
469.000000, 13.095375
468.750000, 13.103920
468.500000, 13.116255
468.250000, 13.126607
468.000000, 13.136775
467.750000, 13.146381
467.500000, 13.155003
467.250000, 13.161872
467.000000, 13.171478
466.750000, 13.176638
466.500000, 13.185806
466.250000, 13.192944
466.000000, 13.198203
465.750000, 13.204077
465.500000, 13.212026
465.250000, 13.215479
465.000000, 13.220846
464.750000, 13.223428
464.500000, 13.225371
464.250000, 13.229086
464.000000, 13.234222
463.750000, 13.235876
463.500000, 13.232677
463.250000, 13.230257
463.000000, 13.232249
462.750000, 13.232682
462.500000, 13.231870
462.250000, 13.231281
462.000000, 13.224726
461.750000, 13.219702
461.500000, 13.214596
461.250000, 13.208512
461.000000, 13.201006
460.750000, 13.194393
460.500000, 13.188180
460.250000, 13.180385
460.000000, 13.169149
459.750000, 13.156009
459.500000, 13.146515
459.250000, 13.135696
459.000000, 13.122809
458.750000, 13.109118
458.500000, 13.093594
458.250000, 13.076666
458.000000, 13.062409
457.750000, 13.046889
457.500000, 13.029446
457.250000, 13.009848
457.000000, 12.991039
456.750000, 12.971687
456.500000, 12.953012
456.250000, 12.933492
456.000000, 12.912279
455.750000, 12.890102
455.500000, 12.866461
455.250000, 12.842390
455.000000, 12.817754
454.750000, 12.794157
454.500000, 12.770095
454.250000, 12.744653
454.000000, 12.716401
453.750000, 12.688063
453.500000, 12.661882
453.250000, 12.633176
453.000000, 12.604220
452.750000, 12.576957
452.500000, 12.548880
452.250000, 12.518403
452.000000, 12.485950
451.750000, 12.455763
451.500000, 12.425593
451.250000, 12.395068
451.000000, 12.364381
450.750000, 12.334591
450.500000, 12.304340
450.250000, 12.271709
450.000000, 12.240147
