nm, %T
573.000000, 11.180685
572.750000, 11.200651
572.500000, 11.216247
572.250000, 11.234286
572.000000, 11.251466
571.750000, 11.272092
571.500000, 11.288901
571.250000, 11.307590
571.000000, 11.323617
570.750000, 11.344499
570.500000, 11.362098
570.250000, 11.380580
570.000000, 11.398352
569.750000, 11.418426
569.500000, 11.433987
569.250000, 11.454853
569.000000, 11.472124
568.750000, 11.490656
568.500000, 11.505265
568.250000, 11.524012
568.000000, 11.539190
567.750000, 11.557780
567.500000, 11.574360
567.250000, 11.592648
567.000000, 11.608869
566.750000, 11.627763
566.500000, 11.641779
566.250000, 11.659088
566.000000, 11.674858
565.750000, 11.693781
565.500000, 11.709278
565.250000, 11.727407
565.000000, 11.740915
564.750000, 11.760416
564.500000, 11.775692
564.250000, 11.790031
564.000000, 11.807271
563.750000, 11.822095
563.500000, 11.837089
563.250000, 11.852603
563.000000, 11.865548
562.750000, 11.879895
562.500000, 11.895822
562.250000, 11.912724
562.000000, 11.926816
561.750000, 11.941961
561.500000, 11.954671
561.250000, 11.970388
561.000000, 11.985112
560.750000, 11.998016
560.500000, 12.008460
560.250000, 12.021352
560.000000, 12.034256
559.750000, 12.047929
559.500000, 12.060229
559.250000, 12.070202
559.000000, 12.080814
558.750000, 12.093933
558.500000, 12.106370
558.250000, 12.118920
558.000000, 12.128549
557.750000, 12.138976
557.500000, 12.147086
557.250000, 12.157434
557.000000, 12.167325
556.750000, 12.178532
556.500000, 12.188031
556.250000, 12.197275
556.000000, 12.204376
555.750000, 12.212352
555.500000, 12.219444
555.250000, 12.229239
555.000000, 12.239533
554.750000, 12.245131
554.500000, 12.250640
554.250000, 12.258759
554.000000, 12.263515
553.750000, 12.269651
553.500000, 12.276577
553.250000, 12.281130
553.000000, 12.287918
552.750000, 12.295814
552.500000, 12.299481
552.250000, 12.305062
552.000000, 12.308288
551.750000, 12.312536
551.500000, 12.314082
551.250000, 12.317713
551.000000, 12.322468
550.750000, 12.324470
550.500000, 12.326877
550.250000, 12.329035
550.000000, 12.331543
549.750000, 12.334177
549.500000, 12.335353
549.250000, 12.336504
549.000000, 12.338246
548.750000, 12.338504
548.500000, 12.338496
548.250000, 12.337704
548.000000, 12.337230
547.750000, 12.337762
547.500000, 12.337325
547.250000, 12.339126
547.000000, 12.336877
546.750000, 12.332289
546.500000, 12.331388
546.250000, 12.328202
546.000000, 12.325599
545.750000, 12.322855
545.500000, 12.318469
545.250000, 12.316550
545.000000, 12.315181
544.750000, 12.313459
544.500000, 12.308852
544.250000, 12.302536
544.000000, 12.298125
543.750000, 12.295220
543.500000, 12.291106
543.250000, 12.283934
543.000000, 12.277634
542.750000, 12.270491
542.500000, 12.264527
542.250000, 12.257905
542.000000, 12.250853
541.750000, 12.244174
541.500000, 12.236832
541.250000, 12.228116
541.000000, 12.219782
540.750000, 12.213681
540.500000, 12.204433
540.250000, 12.196042
540.000000, 12.187473
539.750000, 12.177364
539.500000, 12.168365
539.250000, 12.159187
539.000000, 12.149630
538.750000, 12.139629
538.500000, 12.129016
538.250000, 12.117135
538.000000, 12.108225
537.750000, 12.097755
537.500000, 12.084211
537.250000, 12.072595
537.000000, 12.061058
536.750000, 12.051319
536.500000, 12.040690
536.250000, 12.028130
536.000000, 12.014271
535.750000, 12.002457
535.500000, 11.989498
535.250000, 11.977159
535.000000, 11.963691
534.750000, 11.951835
534.500000, 11.937623
534.250000, 11.924404
534.000000, 11.911495
533.750000, 11.899835
533.500000, 11.884889
533.250000, 11.870499
533.000000, 11.856395
532.750000, 11.846136
532.500000, 11.831168
532.250000, 11.817781
532.000000, 11.803656
531.750000, 11.790186
531.500000, 11.775136
531.250000, 11.762922
531.000000, 11.749993
530.750000, 11.736170
530.500000, 11.720309
530.250000, 11.707388
530.000000, 11.696457
529.750000, 11.685424
529.500000, 11.670684
529.250000, 11.656266
529.000000, 11.643434
528.750000, 11.634352
528.500000, 11.618742
528.250000, 11.606276
528.000000, 11.592398
527.750000, 11.583695
527.500000, 11.569290
527.250000, 11.555433
527.000000, 11.544223
526.750000, 11.532372
526.500000, 11.519703
526.250000, 11.507659
526.000000, 11.495945
525.750000, 11.483833
525.500000, 11.471571
525.250000, 11.462027
525.000000, 11.451899
524.750000, 11.440820
524.500000, 11.429608
524.250000, 11.419153
524.000000, 11.406657
523.750000, 11.396982
523.500000, 11.387107
523.250000, 11.378043
523.000000, 11.367306
522.750000, 11.356227
522.500000, 11.347853
522.250000, 11.339322
522.000000, 11.329596
521.750000, 11.321554
521.500000, 11.313905
521.250000, 11.303732
521.000000, 11.297892
520.750000, 11.288039
520.500000, 11.279496
520.250000, 11.271918
520.000000, 11.266969
519.750000, 11.255904
519.500000, 11.249367
519.250000, 11.241033
519.000000, 11.236588
518.750000, 11.228930
518.500000, 11.222911
518.250000, 11.214564
518.000000, 11.208020
517.750000, 11.202811
517.500000, 11.196447
517.250000, 11.190033
517.000000, 11.182928
516.750000, 11.178377
516.500000, 11.173509
516.250000, 11.164334
516.000000, 11.160517
515.750000, 11.157297
515.500000, 11.152226
515.250000, 11.142613
515.000000, 11.138310
514.750000, 11.134460
514.500000, 11.128326
514.250000, 11.124588
514.000000, 11.121246
513.750000, 11.114517
513.500000, 11.112436
513.250000, 11.108718
513.000000, 11.111704
512.750000, 11.102508
512.500000, 11.098222
512.250000, 11.096402
512.000000, 11.097678
511.750000, 11.090518
511.500000, 11.091367
511.250000, 11.085346
511.000000, 11.084527
510.750000, 11.080489
510.500000, 11.081710
510.250000, 11.077894
510.000000, 11.078846
509.750000, 11.073982
509.500000, 11.077686
509.250000, 11.074675
509.000000, 11.074453
508.750000, 11.074021
508.500000, 11.074690
508.250000, 11.073027
508.000000, 11.074363
507.750000, 11.073017
507.500000, 11.077446
507.250000, 11.076798
507.000000, 11.081846
506.750000, 11.078518
506.500000, 11.082798
506.250000, 11.081036
506.000000, 11.081445
505.750000, 11.087786
505.500000, 11.090454
505.250000, 11.092721
505.000000, 11.092526
504.750000, 11.098095
504.500000, 11.099715
504.250000, 11.100584
504.000000, 11.106503
503.750000, 11.109243
503.500000, 11.113690
503.250000, 11.114339
503.000000, 11.122625
502.750000, 11.118151
502.500000, 11.128364
502.250000, 11.136130
502.000000, 11.145771
501.750000, 11.149482
501.500000, 11.150169
501.250000, 11.150428
501.000000, 11.157227
500.750000, 11.160548
500.500000, 11.170240
500.250000, 11.173520
500.000000, 11.179595
499.750000, 11.184562
499.500000, 11.195226
499.250000, 11.194633
499.000000, 11.207053
498.750000, 11.211705
498.500000, 11.217590
498.250000, 11.224241
498.000000, 11.230966
497.750000, 11.236166
497.500000, 11.245165
497.250000, 11.251716
497.000000, 11.258971
496.750000, 11.263550
496.500000, 11.276628
496.250000, 11.275364
496.000000, 11.284351
495.750000, 11.290498
495.500000, 11.301016
495.250000, 11.304106
495.000000, 11.316577
494.750000, 11.325368
494.500000, 11.333088
494.250000, 11.340824
494.000000, 11.350716
493.750000, 11.357663
493.500000, 11.368299
493.250000, 11.377791
493.000000, 11.386828
492.750000, 11.395231
492.500000, 11.405865
492.250000, 11.413204
492.000000, 11.421641
491.750000, 11.432919
491.500000, 11.442256
491.250000, 11.448151
491.000000, 11.461378
490.750000, 11.469727
490.500000, 11.482686
490.250000, 11.492302
490.000000, 11.504233
489.750000, 11.513369
489.500000, 11.523604
489.250000, 11.537515
489.000000, 11.546106
488.750000, 11.562272
488.500000, 11.574648
488.250000, 11.583627
488.000000, 11.596744
487.750000, 11.609447
487.500000, 11.623232
487.250000, 11.633388
487.000000, 11.643557
486.750000, 11.658970
486.500000, 11.674317
486.250000, 11.688836
486.000000, 11.699359
485.750000, 11.714262
485.500000, 11.727960
485.250000, 11.745498
485.000000, 11.757726
484.750000, 11.773184
484.500000, 11.786195
484.250000, 11.802098
484.000000, 11.813380
483.750000, 11.830553
483.500000, 11.841524
483.250000, 11.859520
483.000000, 11.871856
482.750000, 11.890494
482.500000, 11.906566
482.250000, 11.923030
482.000000, 11.937436
481.750000, 11.951577
481.500000, 11.968392
481.250000, 11.986614
481.000000, 12.000507
480.750000, 12.016457
480.500000, 12.030547
480.250000, 12.044536
480.000000, 12.059654
479.750000, 12.080705
479.500000, 12.091543
479.250000, 12.109736
479.000000, 12.123353
478.750000, 12.142221
478.500000, 12.154152
478.250000, 12.169297
478.000000, 12.184503
477.750000, 12.202095
477.500000, 12.215197
477.250000, 12.234471
477.000000, 12.246788
476.750000, 12.265055
476.500000, 12.278429
476.250000, 12.298082
476.000000, 12.309341
475.750000, 12.325305
475.500000, 12.342442
475.250000, 12.357600
475.000000, 12.368928
474.750000, 12.388500
474.500000, 12.400615
474.250000, 12.416930
474.000000, 12.432126
473.750000, 12.451118
473.500000, 12.461843
473.250000, 12.476918
473.000000, 12.491590
472.750000, 12.505967
472.500000, 12.518555
472.250000, 12.534328
472.000000, 12.549616
471.750000, 12.562466
471.500000, 12.575548
471.250000, 12.588807
471.000000, 12.603939
470.750000, 12.616530
470.500000, 12.629067
470.250000, 12.643059
470.000000, 12.652113
469.750000, 12.664830
469.500000, 12.677834
469.250000, 12.690005
469.000000, 12.700719
468.750000, 12.712420
468.500000, 12.720337
468.250000, 12.731891
468.000000, 12.742818
467.750000, 12.751073
467.500000, 12.758581
467.250000, 12.767922
467.000000, 12.777408
466.750000, 12.785045
466.500000, 12.795815
466.250000, 12.801906
466.000000, 12.808117
465.750000, 12.814703
465.500000, 12.820240
465.250000, 12.825511
465.000000, 12.828577
464.750000, 12.831997
464.500000, 12.834868
464.250000, 12.840579
464.000000, 12.844477
463.750000, 12.844029
463.500000, 12.846653
463.250000, 12.847615
463.000000, 12.845645
462.750000, 12.844001
462.500000, 12.840123
462.250000, 12.837686
462.000000, 12.837161
461.750000, 12.832746
461.500000, 12.828665
461.250000, 12.820606
461.000000, 12.813271
460.750000, 12.806360
460.500000, 12.800946
460.250000, 12.793995
460.000000, 12.784118
459.750000, 12.772178
459.500000, 12.762223
459.250000, 12.749747
459.000000, 12.737303
458.750000, 12.723529
458.500000, 12.711172
458.250000, 12.695449
458.000000, 12.683278
457.750000, 12.665315
457.500000, 12.646988
457.250000, 12.626383
457.000000, 12.610247
456.750000, 12.592180
456.500000, 12.572953
456.250000, 12.554442
456.000000, 12.533355
455.750000, 12.509244
455.500000, 12.487116
455.250000, 12.461932
455.000000, 12.439587
454.750000, 12.415565
454.500000, 12.392609
454.250000, 12.366804
454.000000, 12.338913
453.750000, 12.313016
453.500000, 12.287018
453.250000, 12.257115
453.000000, 12.229019
452.750000, 12.201208
452.500000, 12.173138
452.250000, 12.144895
452.000000, 12.116192
451.750000, 12.083722
451.500000, 12.056903
451.250000, 12.026543
451.000000, 11.993837
450.750000, 11.962230
450.500000, 11.930973
450.250000, 11.902440
450.000000, 11.873175
